Model, Scenario, Algorithm, Iteration, State, NumberOfParameters,TotalPossibleCombinations,NumberOfFaults,Overlap,SafeValue,Strength,ClassFScore,ClassPrecision,ClassRecall,ExecutionTime,FScore,NumInvalidTests,NumMultipleFaults,NumberOfResults,NumberOfTestCases,NumberOfUniqueTestCases,PctInvalidTests,PctMultipleFaults,Precision,Recall
Random4,S2,IterAifl,0,COMPLETED,4,64,2,0,0,2,1,1,1,362,0.081632653,16,2,47,63,63,0.253968254,0.031746032,0.042553191,1
Random4,S2,FIC,0,COMPLETED,4,64,2,0,0,2,1,1,1,363,1,23,3,2,71,46,0.323943662,0.042253521,1,1
Random4,S2,Csp,0,COMPLETED,4,64,2,0,0,2,0.918918919,0.85,1,409,0.5,4,0,2,16,16,0.25,0,0.5,0.5
Random4,S2,FIC_BS,0,COMPLETED,4,64,2,0,0,2,0.693877551,0.53125,1,362,0.5,24,0,2,67,51,0.358208955,0,0.5,0.5
Random4,S2,Ala,0,TIME_OUT,4,64,2,0,0,2,,,,,,,,,,,,,,
Random4,S2,IDD,0,COMPLETED,4,64,2,0,0,2,0.918918919,0.85,1,363,0.5,5,1,2,20,20,0.25,0.05,0.5,0.5
Random4,S2,Ben,0,COMPLETED,4,64,2,0,0,2,0.755555556,0.607142857,1,366,0.142857143,8,1,26,32,32,0.25,0.03125,0.076923077,1
Random4,S2,Ict,0,COMPLETED,4,64,2,0,0,2,1,1,1,461,1,10,5,2,34,26,0.294117647,0.147058824,1,1
Random4,S2,Ipog,0,COMPLETED,4,64,2,0,0,2,0.488888889,1,0.323529412,351,0,4,0,11,16,16,0.25,0,0,0
Random5,S3,Aifl,0,COMPLETED,14,262144,2,0,0,2,,,,1310,1.77E-05,183,182,226026,358,358,0.511173184,0.508379888,8.85E-06,1
Random5,S3,IterAifl,0,COMPLETED,14,262144,2,0,0,2,,,,6302,2.41E-05,5153,3930,165846,11460,11460,0.44965096,0.342931937,1.21E-05,1
Random5,S3,FIC,0,COMPLETED,14,262144,2,0,0,2,0.833333333,0.714285714,1,503,0.666666667,228,141,4,639,630,0.356807512,0.220657277,0.5,1
Random5,S3,Csp,0,COMPLETED,14,262144,2,0,0,2,0.818181818,0.75,0.9,586,0,15,15,2,27,27,0.555555556,0.555555556,0,0
Random5,S3,FIC_BS,0,COMPLETED,14,262144,2,0,0,2,0.769230769,0.625,1,531,0.666666667,93,33,4,324,284,0.287037037,0.101851852,0.5,1
Random5,S3,Ala,0,TIME_OUT,14,262144,2,0,0,2,,,,,,,,,,,,,,
Random5,S3,IDD,0,COMPLETED,14,262144,2,0,0,2,1,1,1,440,1,21,16,2,38,38,0.552631579,0.421052632,1,1
Random5,S3,Ben,0,COMPLETED,14,262144,2,0,0,2,,,,531,0.013157895,32,15,302,54,54,0.592592593,0.277777778,0.006622517,1
Random5,S3,Ict,0,COMPLETED,14,262144,2,0,0,2,0,1,0,399,0,26,20,0,26,26,1,0.769230769,1,0
Random5,S3,Ipog,0,COMPLETED,14,262144,2,0,0,2,,,,431,0,15,15,24,27,27,0.555555556,0.555555556,0,0
Random5,S4,Aifl,0,COMPLETED,14,262144,3,0,0,4,,,,8593,4.11E-06,1304,1373,1460515,3638,3638,0.358438703,0.377405168,2.05E-06,1
Random5,S4,IterAifl,0,COMPLETED,14,262144,3,0,0,4,,,,222308,4.88E-06,66999,34174,1228334,193837,193837,0.345646084,0.17630277,2.44E-06,1
Random5,S4,FIC,0,COMPLETED,14,262144,3,0,0,4,0.780952381,0.640625,1,1647,0.4,1961,1270,7,6264,6017,0.313058748,0.202745849,0.285714286,0.666666667
Random5,S4,Csp,0,COMPLETED,14,262144,3,0,0,4,0.780952381,0.640625,1,40098,0,116,116,2,327,327,0.354740061,0.354740061,0,0
Random5,S4,FIC_BS,0,COMPLETED,14,262144,3,0,0,4,0.780952381,0.640625,1,1482,0.4,867,266,7,2765,2422,0.313562387,0.096202532,0.285714286,0.666666667
Random5,S4,Ala,0,TIME_OUT,14,262144,3,0,0,4,,,,,,,,,,,,,,
Random5,S4,IDD,0,COMPLETED,14,262144,3,0,0,4,0.88172043,0.788461538,1,1226,0.333333333,120,122,3,334,334,0.359281437,0.365269461,0.333333333,0.333333333
Random5,S4,Ben,0,COMPLETED,14,262144,3,0,0,4,,,,72538,4.84E-04,126,116,12390,337,337,0.37388724,0.34421365,2.42E-04,1
Random5,S4,Ict,0,COMPLETED,14,262144,3,0,0,4,0,1,0,3736,0,26,20,0,26,26,1,0.769230769,1,0
Random5,S4,Ipog,0,COMPLETED,14,262144,3,0,0,4,,,,1230,0,116,116,247,327,327,0.354740061,0.354740061,0,0
Random5,S5,Aifl,0,COMPLETED,14,262144,3,2,0,4,,,,3737,4.29E-05,319,68,139876,1068,1068,0.298689139,0.063670412,2.14E-05,1
Random5,S5,IterAifl,0,COMPLETED,14,262144,3,2,0,4,,,,120255,6.02E-05,21598,2474,99600,68666,68666,0.314537034,0.036029476,3.01E-05,1
Random5,S5,FIC,0,COMPLETED,14,262144,3,2,0,4,0.531328321,0.361774744,1,1343,0.375,396,47,13,1123,1121,0.352626892,0.041852182,0.230769231,1
Random5,S5,Csp,0,COMPLETED,14,262144,3,2,0,4,0.343042071,0.20703125,1,68980,0,116,6,2,327,327,0.354740061,0.018348624,0,0
Random5,S5,FIC_BS,0,COMPLETED,14,262144,3,2,0,4,0.343042071,0.20703125,1,1350,0.428571429,390,4,11,1046,1010,0.372848948,0.003824092,0.272727273,1
Random5,S5,Ala,0,TIME_OUT,14,262144,3,2,0,4,,,,,,,,,,,,,,
Random5,S5,IDD,0,COMPLETED,14,262144,3,2,0,4,0.724786325,0.568364611,1,1244,0.666666667,124,4,3,351,351,0.353276353,0.011396011,0.666666667,0.666666667
Random5,S5,Ben,0,COMPLETED,14,262144,3,2,0,4,,,,1696,0.009463722,116,6,631,335,335,0.346268657,0.017910448,0.004754358,1
Random5,S5,Ict,0,COMPLETED,14,262144,3,2,0,4,0.752941176,1,0.603773585,16224,0.5,8,2,1,49,49,0.163265306,0.040816327,1,0.333333333
Random5,S5,Ipog,0,COMPLETED,14,262144,3,2,0,4,,,,1216,0,116,6,53,327,327,0.354740061,0.018348624,0,0
Random5,S0,Aifl,0,COMPLETED,14,262144,1,0,0,2,,,,1002,3.37E-05,144,0,59416,288,288,0.5,0,1.68E-05,1
Random5,S0,IterAifl,0,COMPLETED,14,262144,1,0,0,2,,,,2438,3.37E-05,923,0,59416,1969,1969,0.468765871,0,1.68E-05,1
Random5,S0,FIC,0,COMPLETED,14,262144,1,0,0,2,1,1,1,477,1,101,0,1,312,308,0.323717949,0,1,1
Random5,S0,Csp,0,COMPLETED,14,262144,1,0,0,2,1,1,1,502,1,15,0,1,27,27,0.555555556,0,1,1
Random5,S0,FIC_BS,0,COMPLETED,14,262144,1,0,0,2,1,1,1,454,1,70,0,1,217,198,0.322580645,0,1,1
Random5,S0,Ala,0,TIME_OUT,14,262144,1,0,0,2,,,,,,,,,,,,,,
Random5,S0,IDD,0,COMPLETED,14,262144,1,0,0,2,1,1,1,444,1,20,0,1,34,34,0.588235294,0,1,1
Random5,S0,Ben,0,COMPLETED,14,262144,1,0,0,2,1,1,1,495,1,29,0,1,114,114,0.254385965,0,1,1
Random5,S0,Ict,0,COMPLETED,14,262144,1,0,0,2,1,1,1,827,1,31,0,1,45,45,0.688888889,0,1,1
Random5,S0,Ipog,0,COMPLETED,14,262144,1,0,0,2,,,,427,0,15,0,19,27,27,0.555555556,0,0,0
Random5,S1,Aifl,0,COMPLETED,14,262144,1,0,0,3,,,,1335,8.26E-05,82,0,24211,275,275,0.298181818,0,4.13E-05,1
Random5,S1,IterAifl,0,COMPLETED,14,262144,1,0,0,3,,,,2707,8.26E-05,403,0,24211,1468,1468,0.274523161,0,4.13E-05,1
Random5,S1,FIC,0,COMPLETED,14,262144,1,0,0,3,1,1,1,633,1,89,0,1,288,288,0.309027778,0,1,1
Random5,S1,Csp,0,COMPLETED,14,262144,1,0,0,3,1,1,1,834,1,36,0,1,93,93,0.387096774,0,1,1
Random5,S1,FIC_BS,0,COMPLETED,14,262144,1,0,0,3,1,1,1,631,1,98,0,1,288,288,0.340277778,0,1,1
Random5,S1,Ala,0,TIME_OUT,14,262144,1,0,0,3,,,,,,,,,,,,,,
Random5,S1,IDD,0,COMPLETED,14,262144,1,0,0,3,1,1,1,672,1,41,0,1,103,103,0.398058252,0,1,1
Random5,S1,Ben,0,COMPLETED,14,262144,1,0,0,3,1,1,1,709,1,53,0,1,175,175,0.302857143,0,1,1
Random5,S1,Ict,0,COMPLETED,14,262144,1,0,0,3,1,1,1,8711,1,33,0,1,111,111,0.297297297,0,1,1
Random5,S1,Ipog,0,COMPLETED,14,262144,1,0,0,3,,,,654,0,36,0,13,93,93,0.387096774,0,0,0
Random5,S2,Aifl,0,COMPLETED,14,262144,2,0,0,4,,,,7462,3.81E-06,1184,25,1048534,3238,3238,0.365657813,0.007720815,1.91E-06,1
Random5,S2,IterAifl,0,COMPLETED,14,262144,2,0,0,4,,,,81868,3.83E-06,28369,1145,1043897,79353,79353,0.357503812,0.014429196,1.92E-06,1
Random5,S2,FIC,0,COMPLETED,14,262144,2,0,0,4,0.868421053,0.76744186,1,1483,0.4,1182,51,3,3601,3491,0.328242155,0.014162733,0.333333333,0.5
Random5,S2,Csp,0,COMPLETED,14,262144,2,0,0,4,0.979007634,0.986538462,0.971590909,11668,0.5,116,1,2,327,327,0.354740061,0.003058104,0.5,0.5
Random5,S2,FIC_BS,0,COMPLETED,14,262144,2,0,0,4,0.680412371,0.515625,1,1390,0.333333333,594,8,4,1720,1688,0.345348837,0.004651163,0.25,0.5
Random5,S2,Ala,0,TIME_OUT,14,262144,2,0,0,4,,,,,,,,,,,,,,
Random5,S2,IDD,0,COMPLETED,14,262144,2,0,0,4,0.814814815,0.6875,1,1270,0.5,119,0,2,331,331,0.359516616,0,0.5,0.5
Random5,S2,Ben,0,COMPLETED,14,262144,2,0,0,4,,,,35979,4.48E-04,116,1,8930,337,337,0.34421365,0.002967359,2.24E-04,1
Random5,S2,Ict,0,COMPLETED,14,262144,2,0,0,4,1,1,1,186787,1,144,2,2,348,348,0.413793103,0.005747126,1,1
Random5,S2,Ipog,0,COMPLETED,14,262144,2,0,0,4,,,,1236,0,116,1,218,327,327,0.354740061,0.003058104,0,0
Random6,S3,Aifl,0,COMPLETED,9,5120,2,0,0,4,0.966183575,0.934579439,1,808,0.001403016,244,0,2849,674,674,0.362017804,0,7.02E-04,1
Random6,S3,IterAifl,0,COMPLETED,9,5120,2,0,0,4,1,1,1,1042,0.001411931,914,0,2831,2456,2456,0.372149837,0,7.06E-04,1
Random6,S3,FIC,0,COMPLETED,9,5120,2,0,0,4,0.8,0.666666667,1,730,0.8,272,0,3,762,712,0.356955381,0,0.666666667,1
Random6,S3,Csp,0,COMPLETED,9,5120,2,0,0,4,1,1,1,6308,1,93,0,2,312,312,0.298076923,0,1,1
Random6,S3,FIC_BS,0,COMPLETED,9,5120,2,0,0,4,0.27027027,0.15625,1,688,0.666666667,225,0,4,725,654,0.310344828,0,0.5,1
Random6,S3,Ala,0,TIME_OUT,9,5120,2,0,0,4,,,,,,,,,,,,,,
Random6,S3,IDD,0,COMPLETED,9,5120,2,0,0,4,0.434782609,0.277777778,1,678,0.5,95,0,2,318,318,0.298742138,0,0.5,0.5
Random6,S3,Ben,0,COMPLETED,9,5120,2,0,0,4,0.491853674,0.326131268,1,817,0.010178117,93,0,391,322,322,0.288819876,0,0.00511509,1
Random6,S3,Ict,0,COMPLETED,9,5120,2,0,0,4,1,1,1,33217,1,104,0,2,313,313,0.332268371,0,1,1
Random6,S3,Ipog,0,COMPLETED,9,5120,2,0,0,4,0.106508876,1,0.05625,670,0,93,0,45,312,312,0.298076923,0,0,0
Random6,S4,Aifl,0,COMPLETED,9,5120,3,4,0,4,0.898052692,0.814968815,1,808,0.001594472,289,66,3760,808,808,0.357673267,0.081683168,7.98E-04,1
Random6,S4,IterAifl,0,COMPLETED,9,5120,3,4,0,4,1,1,1,1121,0.001636215,1224,168,3664,3275,3275,0.373740458,0.05129771,8.19E-04,1
Random6,S4,FIC,0,COMPLETED,9,5120,3,4,0,4,0.49,0.324503311,1,735,0.545454545,290,85,8,921,846,0.314875136,0.092290988,0.375,1
Random6,S4,Csp,0,COMPLETED,9,5120,3,4,0,4,0.373570521,0.2296875,1,11960,0,93,8,2,312,312,0.298076923,0.025641026,0,0
Random6,S4,FIC_BS,0,COMPLETED,9,5120,3,4,0,4,0.373570521,0.2296875,1,729,0.333333333,222,42,9,879,777,0.252559727,0.04778157,0.222222222,0.666666667
Random6,S4,Ala,0,TIME_OUT,9,5120,3,4,0,4,,,,,,,,,,,,,,
Random6,S4,IDD,0,COMPLETED,9,5120,3,4,0,4,0.951456311,0.907407407,1,681,0.666666667,99,8,3,325,325,0.304615385,0.024615385,0.666666667,0.666666667
Random6,S4,Ben,0,COMPLETED,9,5120,3,4,0,4,0.468059701,0.305533905,1,940,0.009049774,97,9,660,322,322,0.301242236,0.027950311,0.004545455,1
Random6,S4,Ict,0,COMPLETED,9,5120,3,4,0,4,0.704845815,1,0.544217687,2637,0.5,29,6,1,47,47,0.617021277,0.127659574,1,0.333333333
Random6,S4,Ipog,0,COMPLETED,9,5120,3,4,0,4,0.097087379,1,0.051020408,676,0,93,8,60,312,312,0.298076923,0.025641026,0,0
Random6,S5,Aifl,0,COMPLETED,9,5120,3,0,0,4,0.908554572,0.832432432,1,836,0.001029689,291,30,5824,819,819,0.355311355,0.036630037,5.15E-04,1
Random6,S5,IterAifl,0,COMPLETED,9,5120,3,0,0,4,1,1,1,1065,0.001043478,1016,80,5747,3041,3041,0.334100625,0.026307136,5.22E-04,1
Random6,S5,FIC,0,COMPLETED,9,5120,3,0,0,4,0.44031451,0.282309808,1,763,0.428571429,366,46,11,1003,910,0.364905284,0.045862413,0.272727273,1
Random6,S5,Csp,0,COMPLETED,9,5120,3,0,0,4,0.38790932,0.240625,1,9382,0,93,2,2,312,312,0.298076923,0.006410256,0,0
Random6,S5,FIC_BS,0,COMPLETED,9,5120,3,0,0,4,0.38790932,0.240625,1,745,0.545454545,307,2,8,876,792,0.350456621,0.002283105,0.375,1
Random6,S5,Ala,0,TIME_OUT,9,5120,3,0,0,4,,,,,,,,,,,,,,
Random6,S5,IDD,0,COMPLETED,9,5120,3,0,0,4,0.568265683,0.396907216,1,686,0.666666667,96,2,3,324,324,0.296296296,0.00617284,0.666666667,0.666666667
Random6,S5,Ben,0,COMPLETED,9,5120,3,0,0,4,0.556584595,0.385602504,1,1055,0.005774783,95,2,1036,322,322,0.295031056,0.00621118,0.002895753,1
Random6,S5,Ict,0,COMPLETED,9,5120,3,0,0,4,1,1,1,30283,1,105,3,3,301,301,0.348837209,0.009966777,1,1
Random6,S5,Ipog,0,COMPLETED,9,5120,3,0,0,4,0.094354215,1,0.049512987,666,0,93,2,61,312,312,0.298076923,0.006410256,0,0
Random6,S0,Aifl,0,COMPLETED,9,5120,1,0,0,4,1,1,1,738,0.009174312,156,0,217,393,393,0.396946565,0,0.004608295,1
Random6,S0,IterAifl,0,COMPLETED,9,5120,1,0,0,4,1,1,1,802,0.009174312,307,0,217,616,616,0.498376623,0,0.004608295,1
Random6,S0,FIC,0,COMPLETED,9,5120,1,0,0,4,1,1,1,689,1,166,0,1,412,405,0.402912621,0,1,1
Random6,S0,Csp,0,COMPLETED,9,5120,1,0,0,4,1,1,1,1007,1,93,0,1,312,312,0.298076923,0,1,1
Random6,S0,FIC_BS,0,COMPLETED,9,5120,1,0,0,4,1,1,1,696,1,183,0,1,492,486,0.37195122,0,1,1
Random6,S0,Ala,0,TIME_OUT,9,5120,1,0,0,4,,,,,,,,,,,,,,
Random6,S0,IDD,0,COMPLETED,9,5120,1,0,0,4,1,1,1,692,1,96,0,1,320,320,0.3,0,1,1
Random6,S0,Ben,0,COMPLETED,9,5120,1,0,0,4,1,1,1,730,1,100,0,1,345,345,0.289855072,0,1,1
Random6,S0,Ict,0,COMPLETED,9,5120,1,0,0,4,1,1,1,32786,1,104,0,1,303,303,0.343234323,0,1,1
Random6,S0,Ipog,0,COMPLETED,9,5120,1,0,0,4,0.117647059,1,0.0625,650,0,93,0,10,312,312,0.298076923,0,0,0
Random6,S1,Aifl,0,COMPLETED,9,5120,1,0,0,3,1,1,1,545,0.002828854,117,0,706,235,235,0.49787234,0,0.001416431,1
Random6,S1,IterAifl,0,COMPLETED,9,5120,1,0,0,3,1,1,1,620,0.002828854,385,0,706,697,697,0.552367288,0,0.001416431,1
Random6,S1,FIC,0,COMPLETED,9,5120,1,0,0,3,1,1,1,511,1,91,0,1,252,248,0.361111111,0,1,1
Random6,S1,Csp,0,COMPLETED,9,5120,1,0,0,3,1,1,1,589,1,28,0,1,102,102,0.274509804,0,1,1
Random6,S1,FIC_BS,0,COMPLETED,9,5120,1,0,0,3,1,1,1,504,1,99,0,1,297,280,0.333333333,0,1,1
Random6,S1,Ala,0,TIME_OUT,9,5120,1,0,0,3,,,,,,,,,,,,,,
Random6,S1,IDD,0,COMPLETED,9,5120,1,0,0,3,1,1,1,498,1,29,0,1,110,110,0.263636364,0,1,1
Random6,S1,Ben,0,COMPLETED,9,5120,1,0,0,3,1,1,1,544,1,51,0,1,202,202,0.252475248,0,1,1
Random6,S1,Ict,0,COMPLETED,9,5120,1,0,0,3,1,1,1,3598,1,44,0,1,126,126,0.349206349,0,1,1
Random6,S1,Ipog,0,COMPLETED,9,5120,1,0,0,3,0.045801527,1,0.0234375,484,0,28,0,15,102,102,0.274509804,0,0,0
Random6,S2,Aifl,0,COMPLETED,9,5120,2,0,0,2,1,1,1,448,0.004914005,19,5,812,103,103,0.184466019,0.048543689,0.002463054,1
Random6,S2,IterAifl,0,COMPLETED,9,5120,2,0,0,2,1,1,1,485,0.004914005,74,30,812,350,350,0.211428571,0.085714286,0.002463054,1
Random6,S2,FIC,0,COMPLETED,9,5120,2,0,0,2,0.709677419,0.55,1,426,0.666666667,21,9,4,128,128,0.1640625,0.0703125,0.5,1
Random6,S2,Csp,0,COMPLETED,9,5120,2,0,0,2,0.631578947,0.75,0.545454545,1175,0.5,7,0,2,40,40,0.175,0,0.5,0.5
Random6,S2,FIC_BS,0,COMPLETED,9,5120,2,0,0,2,0.511627907,0.34375,1,422,0.666666667,23,0,4,111,105,0.207207207,0,0.5,1
Random6,S2,Ala,0,TIME_OUT,9,5120,2,0,0,2,,,,,,,,,,,,,,
Random6,S2,IDD,0,COMPLETED,9,5120,2,0,0,2,0.88,0.785714286,1,425,0.5,9,0,2,49,49,0.183673469,0,0.5,0.5
Random6,S2,Ben,0,COMPLETED,9,5120,2,0,0,2,1,1,1,442,1,34,0,2,87,87,0.390804598,0,1,1
Random6,S2,Ict,0,COMPLETED,9,5120,2,0,0,2,1,1,1,802,1,17,3,2,68,68,0.25,0.044117647,1,1
Random6,S2,Ipog,0,COMPLETED,9,5120,2,0,0,2,0.007923033,1,0.003977273,413,0,7,0,7,40,40,0.175,0,0,0
Random7,S3,Aifl,0,MEMORY_OUT,20,1048576,2,0,0,3,,,,,,,,,,,,,,
Random7,S3,IterAifl,0,MEMORY_OUT,20,1048576,2,0,0,3,,,,,,,,,,,,,,
Random7,S3,FIC,0,COMPLETED,20,1048576,2,0,0,3,0.379746835,0.234375,1,609,0.8,84,12,3,154,154,0.545454545,0.077922078,0.666666667,1
Random7,S3,Csp,0,COMPLETED,20,1048576,2,0,0,3,1,1,1,2163,1,20,0,2,29,29,0.689655172,0,1,1
Random7,S3,FIC_BS,0,COMPLETED,20,1048576,2,0,0,3,0.379746835,0.234375,1,603,0.8,53,0,3,110,108,0.481818182,0,0.666666667,1
Random7,S3,Ala,0,TIME_OUT,20,1048576,2,0,0,3,,,,,,,,,,,,,,
Random7,S3,IDD,0,COMPLETED,20,1048576,2,0,0,3,1,1,1,603,1,33,0,2,54,54,0.611111111,0,1,1
Random7,S3,Ben,0,COMPLETED,20,1048576,2,0,0,3,1,1,1,705,1,78,0,2,111,111,0.702702703,0,1,1
Random7,S3,Ict,0,COMPLETED,20,1048576,2,0,0,3,1,1,1,7094,1,28,0,2,76,76,0.368421053,0,1,1
Random7,S3,Ipog,0,COMPLETED,20,1048576,2,0,0,3,,,,581,0,20,0,6,29,29,0.689655172,0,0,0
Random7,S4,Aifl,0,MEMORY_OUT,20,1048576,3,0,0,4,,,,,,,,,,,,,,
Random7,S4,IterAifl,0,MEMORY_OUT,20,1048576,3,0,0,4,,,,,,,,,,,,,,
Random7,S4,FIC,0,COMPLETED,20,1048576,3,0,0,4,0.555712271,0.384765625,1,1503,0.545454545,620,85,8,933,933,0.664523044,0.091103966,0.375,1
Random7,S4,Csp,0,COMPLETED,20,1048576,3,0,0,4,0.555712271,0.384765625,1,28367,0,46,3,2,68,68,0.676470588,0.044117647,0,0
Random7,S4,FIC_BS,0,COMPLETED,20,1048576,3,0,0,4,0.555712271,0.384765625,1,1464,0.6,393,9,7,595,560,0.660504202,0.01512605,0.428571429,1
Random7,S4,Ala,0,TIME_OUT,20,1048576,3,0,0,4,,,,,,,,,,,,,,
Random7,S4,IDD,0,COMPLETED,20,1048576,3,0,0,4,1,1,1,1552,1,72,3,3,104,104,0.692307692,0.028846154,1,1
Random7,S4,Ben,0,COMPLETED,20,1048576,3,0,0,4,,,,9570,0.001542813,56,3,3886,78,78,0.717948718,0.038461538,7.72E-04,1
Random7,S4,Ict,0,COMPLETED,20,1048576,3,0,0,4,1,1,1,214304,1,91,9,3,139,139,0.654676259,0.064748201,1,1
Random7,S4,Ipog,0,COMPLETED,20,1048576,3,0,0,4,,,,1379,0,46,3,29,68,68,0.676470588,0.044117647,0,0
Random7,S5,Aifl,0,MEMORY_OUT,20,1048576,3,0,0,4,,,,,,,,,,,,,,
Random7,S5,IterAifl,0,MEMORY_OUT,20,1048576,3,0,0,4,,,,,,,,,,,,,,
Random7,S5,FIC,0,COMPLETED,20,1048576,3,0,0,4,0.786729858,0.6484375,1,1479,0.666666667,1013,290,6,1532,1519,0.661227154,0.189295039,0.5,1
Random7,S5,Csp,0,COMPLETED,20,1048576,3,0,0,4,0.786729858,0.6484375,1,45078,0,46,12,2,71,71,0.647887324,0.169014085,0,0
Random7,S5,FIC_BS,0,COMPLETED,20,1048576,3,0,0,4,0.786729858,0.6484375,1,1415,0.666666667,381,22,6,562,522,0.677935943,0.039145907,0.5,1
Random7,S5,Ala,0,TIME_OUT,20,1048576,3,0,0,4,,,,,,,,,,,,,,
Random7,S5,IDD,0,COMPLETED,20,1048576,3,0,0,4,0.851282051,0.741071429,1,1395,0.333333333,53,15,3,84,84,0.630952381,0.178571429,0.333333333,0.333333333
Random7,S5,Ben,0,COMPLETED,20,1048576,3,0,0,4,,,,166394,3.21E-04,53,18,18706,81,81,0.654320988,0.222222222,1.60E-04,1
Random7,S5,Ict,0,COMPLETED,20,1048576,3,0,0,4,0,1,0,11069,0,20,16,0,22,22,0.909090909,0.727272727,1,0
Random7,S5,Ipog,0,COMPLETED,20,1048576,3,0,0,4,,,,1337,0,46,12,48,71,71,0.647887324,0.169014085,0,0
Random7,S0,Aifl,0,COMPLETED,20,1048576,1,0,0,1,,,,3388,3.81E-06,20,0,524288,22,22,0.909090909,0,1.91E-06,1
Random7,S0,IterAifl,0,COMPLETED,20,1048576,1,0,0,1,,,,10498,3.81E-06,176,0,524288,212,212,0.830188679,0,1.91E-06,1
Random7,S0,FIC,0,COMPLETED,20,1048576,1,0,0,1,1,1,1,367,1,22,0,1,23,23,0.956521739,0,1,1
Random7,S0,Csp,0,COMPLETED,20,1048576,1,0,0,1,0.5,0.5,0.5,415,0,2,0,1,2,2,1,0,0,0
Random7,S0,FIC_BS,0,COMPLETED,20,1048576,1,0,0,1,1,1,1,366,1,10,0,1,10,9,1,0,1,1
Random7,S0,Ala,0,COMPLETED,20,1048576,1,0,0,1,,,,432,0,23,0,21,35,35,0.657142857,0,0,0
Random7,S0,IDD,0,COMPLETED,20,1048576,1,0,0,1,1,1,1,369,1,6,0,1,8,8,0.75,0,1,1
Random7,S0,Ben,0,COMPLETED,20,1048576,1,0,0,1,1,1,1,377,1,23,0,1,25,25,0.92,0,1,1
Random7,S0,Ict,0,COMPLETED,20,1048576,1,0,0,1,1,1,1,397,1,28,0,1,28,28,1,0,1,1
Random7,S0,Ipog,0,COMPLETED,20,1048576,1,0,0,1,,,,351,0,2,0,1,2,2,1,0,0,0
Random7,S1,Aifl,0,COMPLETED,20,1048576,1,0,0,4,,,,46912,1.02E-05,100,0,196228,131,131,0.763358779,0,5.10E-06,1
Random7,S1,IterAifl,0,COMPLETED,20,1048576,1,0,0,4,,,,115821,1.02E-05,554,0,196228,683,683,0.811127379,0,5.10E-06,1
Random7,S1,FIC,0,COMPLETED,20,1048576,1,0,0,4,1,1,1,1398,1,90,0,1,135,135,0.666666667,0,1,1
Random7,S1,Csp,0,COMPLETED,20,1048576,1,0,0,4,1,1,1,1611,1,46,0,1,68,68,0.676470588,0,1,1
Random7,S1,FIC_BS,0,COMPLETED,20,1048576,1,0,0,4,1,1,1,1412,1,89,0,1,135,135,0.659259259,0,1,1
Random7,S1,Ala,0,TIME_OUT,20,1048576,1,0,0,4,,,,,,,,,,,,,,
Random7,S1,IDD,0,COMPLETED,20,1048576,1,0,0,4,1,1,1,1363,1,60,0,1,87,87,0.689655172,0,1,1
Random7,S1,Ben,0,COMPLETED,20,1048576,1,0,0,4,1,1,1,1679,1,87,0,1,138,138,0.630434783,0,1,1
Random7,S1,Ict,0,COMPLETED,20,1048576,1,0,0,4,1,1,1,150154,1,62,0,1,87,87,0.712643678,0,1,1
Random7,S1,Ipog,0,COMPLETED,20,1048576,1,0,0,4,,,,1313,0,46,0,3,71,71,0.647887324,0,0,0
Random7,S2,Aifl,0,MEMORY_OUT,20,1048576,2,0,0,2,,,,,,,,,,,,,,
Random7,S2,IterAifl,0,MEMORY_OUT,20,1048576,2,0,0,2,,,,,,,,,,,,,,
Random7,S2,FIC,0,COMPLETED,20,1048576,2,0,0,2,0.769230769,0.625,1,453,0.8,94,25,3,160,160,0.5875,0.15625,0.666666667,1
Random7,S2,Csp,0,COMPLETED,20,1048576,2,0,0,2,0.9,0.9,0.9,1183,0.5,9,0,2,14,14,0.642857143,0,0.5,0.5
Random7,S2,FIC_BS,0,COMPLETED,20,1048576,2,0,0,2,0.769230769,0.625,1,432,0.5,34,1,2,49,49,0.693877551,0.020408163,0.5,0.5
Random7,S2,Ala,0,TIME_OUT,20,1048576,2,0,0,2,,,,,,,,,,,,,,
Random7,S2,IDD,0,COMPLETED,20,1048576,2,0,0,2,0.909090909,0.833333333,1,437,0.5,16,0,2,23,23,0.695652174,0,0.5,0.5
Random7,S2,Ben,0,COMPLETED,20,1048576,2,0,0,2,,,,479,0.026315789,21,8,150,44,44,0.477272727,0.181818182,0.013333333,1
Random7,S2,Ict,0,COMPLETED,20,1048576,2,0,0,2,1,1,1,753,1,37,6,2,62,62,0.596774194,0.096774194,1,1
Random7,S2,Ipog,0,COMPLETED,20,1048576,2,0,0,2,,,,409,0,9,0,7,14,14,0.642857143,0,0,0
Random8,S3,Aifl,0,COMPLETED,4,256,2,0,0,2,1,1,1,379,0.114285714,12,2,33,36,36,0.333333333,0.055555556,0.060606061,1
Random8,S3,IterAifl,0,COMPLETED,4,256,2,0,0,2,1,1,1,377,0.114285714,29,3,33,74,74,0.391891892,0.040540541,0.060606061,1
Random8,S3,FIC,0,COMPLETED,4,256,2,0,0,2,1,1,1,373,1,15,1,2,41,41,0.365853659,0.024390244,1,1
Random8,S3,Csp,0,COMPLETED,4,256,2,0,0,2,0.881578947,0.881578947,0.881578947,425,0.5,7,0,2,16,16,0.4375,0,0.5,0.5
